115	20	LAYING	0.2395079	-0.014440628	-0.10427432	-0.4724314	0.864882957	0.477573305	0.08927160	1.108225e-03	-3.098918e-03	-0.0231760616	-0.095489963	0.1236802099	-0.09950331	-0.03877630	-0.061002829	-0.9607431262	-0.9607431262	-0.984670074	-0.960447373	-0.98674950	-0.96572878	-0.965595958	-0.97639265	-2.130343e-01	0.2744524205	0.2768985398	-0.983889985	-0.977220708	-0.98287621	0.11664208	2.122019e-02	0.028492921	-0.98261940	-0.97312003	-0.97227860	-0.043007851	-0.078400334	0.0083239205	-0.952827071	0.1877580185	-0.979695458	0.2627068794	-0.9698322412	0.0116918216	-0.98111982	0.1996536475	1.038092e-03	0.0201551674
116	20	SITTING	0.2780454	-0.014722931	-0.10836963	0.9244545	0.073338541	0.151679135	0.07465684	5.974303e-03	1.601349e-03	-0.0364059290	-0.065068935	0.0642882138	-0.09599708	-0.04072992	-0.046583515	-0.9527380430	-0.9527380430	-0.978774578	-0.939574436	-0.98301028	-0.98120306	-0.945198619	-0.94759746	-6.188904e-02	-0.0050092864	0.0087388649	-0.982243603	-0.971158288	-0.97321146	0.13660113	-1.244083e-01	-0.083122975	-0.96991328	-0.96464307	-0.95096336	-0.032701888	-0.314720986	-0.1446548379	-0.946913452	0.0408663540	-0.971730463	0.2297132427	-0.9533990682	-0.1749801350	-0.97610835	0.1336353438	2.950227e-02	0.0217677663
117	20	STANDING	0.2780769	-0.018069505	-0.10040276	0.9112318	-0.305938717	0.070865529	0.07635562	1.169302e-02	-6.136819e-03	-0.0241335050	-0.069830892	0.0773671449	-0.10204913	-0.04321524	-0.051815225	-0.9224068574	-0.9224068574	-0.956624899	-0.883675029	-0.94793650	-0.96193273	-0.898194212	-0.92998582	-7.327939e-02	-0.1647706755	-0.0103801729	-0.959710489	-0.935717554	-0.95274111	0.09824143	-3.161212e-01	-0.078293160	-0.88101942	-0.91064914	-0.91140991	-0.358192763	-0.360072092	-0.2351506187	-0.921225595	-0.0784367686	-0.940007897	-0.0061341486	-0.8794376748	-0.3054153185	-0.92960001	-0.1337514405	1.462162e-02	0.0060084600
118	20	WALKING	0.2725893	-0.021199992	-0.11353948	0.8999652	-0.344443913	-0.035130214	0.08412343	-2.106196e-02	6.344572e-03	-0.0234104226	-0.074105055	0.0851359929	-0.06799924	-0.05141758	-0.054927371	0.0394022806	0.0394022806	-0.042935930	0.068627515	-0.19489325	-0.14740427	0.403465951	-0.27221386	-2.273199e-01	-0.0036860259	0.2394146302	-0.138717234	0.157933952	-0.34599448	-0.25705115	-4.750801e-01	-0.152723042	-0.09362487	0.03101460	-0.10889250	-0.096699032	0.001397304	-0.0890585991	-0.003533418	0.2918827014	0.054526949	0.0864817773	-0.0520065599	0.2066991128	-0.18036534	0.0212252251	-4.012483e-03	0.0302966773
119	20	WALKING_DOWNSTAIRS	0.2961444	-0.009641208	-0.10460293	0.9197266	-0.277419719	-0.028259158	0.06950311	4.364496e-03	-2.534821e-03	-0.1113677476	0.013902340	0.1039004805	-0.04525031	-0.05773715	-0.061531283	0.2218515879	0.2218515879	-0.061269984	0.093841944	-0.26818342	-0.03433100	0.524187687	-0.18809881	-4.975147e-01	-0.0494956417	0.0511864886	-0.199360431	0.205829017	-0.35622025	-0.45094856	-4.985270e-01	-0.480248954	-0.06295726	-0.13809795	0.25703784	-0.221550022	-0.094529160	-0.1019617231	0.151887747	-0.1024749192	0.013791715	-0.1128762804	-0.1005661035	-0.0374111876	-0.31166847	-0.0429685326	-5.539909e-02	0.0429476564
120	20	WALKING_UPSTAIRS	0.2520983	-0.028225805	-0.12102395	0.7770957	-0.479894843	-0.130117635	0.08364513	6.599826e-03	-2.454210e-02	0.0659193259	-0.174650965	0.0587019418	-0.14838917	-0.01898163	-0.051898545	0.0087250246	0.0087250246	-0.255611242	0.022330254	-0.37192842	-0.14043907	-0.029383244	-0.31843152	-4.484923e-01	-0.1556620863	-0.1090836160	-0.256162265	-0.312161099	-0.49275590	-0.47500150	-5.534073e-01	-0.448063673	-0.37268435	-0.16234139	0.11507664	-0.157268646	-0.260134952	-0.2683677381	-0.205009295	0.0274686447	-0.215014032	-0.0202231093	-0.2866277168	0.0046112734	-0.45039345	0.1190291967	5.772488e-03	-0.0550380313
121	21	LAYING	0.2713255	-0.018423305	-0.10325383	-0.1743492	0.599992678	0.788251027	0.08201502	1.199437e-02	-1.390534e-02	-0.0305126189	-0.113800486	0.0980906517	-0.09641184	-0.03462751	-0.060139866	-0.9525965832	-0.9525965832	-0.982800331	-0.949278890	-0.98591591	-0.96823438	-0.960069247	-0.96177219	-5.170305e-01	0.0857486931	0.0249888788	-0.984188841	-0.972039417	-0.98163081	0.08837807	-2.575513e-02	0.043929421	-0.97341047	-0.96496801	-0.98081122	-0.105481414	-0.407760367	0.2662385450	-0.953769071	-0.1018028088	-0.978444124	0.2996476605	-0.9623490129	-0.2065727018	-0.98299332	0.2099952374	7.529687e-05	0.0209488811
122	21	SITTING	0.2775396	-0.014400971	-0.11205789	0.9400314	0.021520671	-0.056776606	0.07571098	1.210201e-02	-1.753522e-04	-0.0198712821	-0.065307750	0.0831326043	-0.10111478	-0.03914834	-0.052640988	-0.9747349994	-0.9747349994	-0.985947225	-0.964971114	-0.99030735	-0.99061023	-0.968060947	-0.97085934	8.791106e-02	0.1735322299	0.1279844742	-0.989759187	-0.979180439	-0.98343432	0.24434953	-1.184562e-02	0.025036037	-0.98489356	-0.97983094	-0.97683973	0.089046054	-0.161183349	0.0208820464	-0.974829227	0.2500626896	-0.985342359	0.3279370392	-0.9778397024	0.0449663254	-0.99001427	0.2482995470	4.241696e-02	-0.0016166560
123	21	STANDING	0.2769522	-0.016708473	-0.11041786	0.8812133	-0.346155559	-0.207685690	0.07545439	1.006212e-02	-3.320937e-03	-0.0191731896	-0.073811587	0.0864863265	-0.10319980	-0.04043008	-0.053821174	-0.9587742981	-0.9587742981	-0.974765162	-0.949837152	-0.97685708	-0.97832769	-0.949694904	-0.96027414	-8.500762e-02	0.0366345351	0.0292119055	-0.976803011	-0.964503016	-0.97478065	0.15607245	-1.157735e-01	-0.049404859	-0.95698996	-0.96008259	-0.95943256	-0.187974568	-0.248811283	-0.0796430682	-0.962291334	0.0947666459	-0.970634296	0.2919463718	-0.9567230224	-0.1419923469	-0.97612676	0.1499792315	1.699999e-02	-0.0231209384
124	21	WALKING	0.2791835	-0.018161032	-0.10431933	0.8625248	-0.370984549	-0.220947960	0.07822518	2.351976e-03	-1.018134e-02	-0.0459323394	-0.059029444	0.0983715930	-0.08687677	-0.05156503	-0.062119210	-0.1234556615	-0.1234556615	-0.148138992	-0.284775645	-0.42693073	-0.27349616	0.033846581	-0.30030907	-1.594484e-01	0.0431149928	0.0951469189	-0.200442011	-0.112564739	-0.40570016	-0.19510300	-3.649189e-01	-0.296175012	-0.24665738	-0.37174409	-0.28326247	-0.016863895	-0.017036139	-0.1407559659	-0.251266389	0.2327899206	-0.144009890	0.2016721063	-0.4095160812	0.3855677904	-0.49959720	0.2077882408	-3.418504e-03	-0.0128303728
125	21	WALKING_DOWNSTAIRS	0.3014610	-0.017319539	-0.09816866	0.8726832	-0.356673290	-0.187870253	0.09014529	-2.139985e-02	-1.255511e-02	-0.1263880236	0.016214530	0.1486100210	-0.07264618	-0.07359522	-0.078843647	0.2457716990	0.2457716990	-0.080224180	-0.184850020	-0.45282868	0.10432353	0.181138043	-0.07697131	-4.372315e-01	-0.1469487312	0.1323181028	-0.037789471	-0.107306348	-0.19683826	-0.28885698	-4.315067e-01	-0.304566055	-0.36674875	-0.30887987	-0.23822168	-0.221663382	0.047621859	-0.0827761198	0.239895894	0.0117020858	0.112442620	0.0106407358	-0.4063922844	0.1308880380	-0.49080495	0.2213579941	3.253177e-02	-0.0416673578
126	21	WALKING_UPSTAIRS	0.2651945	-0.023721870	-0.12541427	0.7811772	-0.432309617	-0.309735039	0.10403422	-1.562901e-02	-3.601155e-02	0.0626086889	-0.155622431	-0.0054682976	-0.14435149	-0.01320228	-0.006940664	-0.0810453188	-0.0810453188	-0.355047694	-0.168982721	-0.57793564	-0.31916934	0.022159866	-0.32171297	-4.179906e-01	-0.0961003618	-0.1364310408	-0.436839580	-0.205067301	-0.51981517	-0.26781708	-2.978308e-01	-0.395904944	-0.44697401	-0.44669158	-0.15576235	-0.144902650	-0.101887933	-0.3604495900	-0.257894449	0.0293348388	-0.355443707	0.1679015349	-0.4753698868	-0.0184299309	-0.62891575	0.2081559341	-3.159203e-02	-0.0664956521
127	22	LAYING	0.2799597	-0.014262986	-0.11080092	-0.4184946	0.632484076	0.771903907	0.07522022	4.598348e-03	-4.674387e-03	-0.0208311371	-0.092572312	0.1450038793	-0.10020393	-0.03760873	-0.070272357	-0.9349937993	-0.9349937993	-0.971169779	-0.926616373	-0.98171694	-0.95375854	-0.925524703	-0.95421924	-2.246635e-01	0.0878775831	0.2148694199	-0.969570327	-0.954833264	-0.97091894	0.07340341	-1.219648e-01	0.041552345	-0.95336692	-0.96469826	-0.94257024	-0.116959070	-0.143181334	0.0627250151	-0.929818991	0.0988290427	-0.962654792	0.2088528334	-0.9460558410	-0.0786142233	-0.97663898	0.1124237084	2.763935e-02	0.0484043606
128	22	SITTING	0.2735838	-0.012346845	-0.10582737	0.8393059	0.208553884	0.315551492	0.08076873	-8.427151e-04	-1.268525e-02	-0.0360430675	-0.079361744	0.0804426775	-0.09864932	-0.04234098	-0.051719399	-0.9421673539	-0.9421673539	-0.979303714	-0.942077433	-0.98547603	-0.97850537	-0.939546008	-0.94663531	-1.627254e-01	-0.0080693305	-0.0999192595	-0.980944506	-0.963129473	-0.97533072	0.21470463	-6.053851e-02	-0.035535553	-0.97726673	-0.95916175	-0.94836705	-0.039258234	-0.273301880	-0.1179750220	-0.943078237	-0.0543672717	-0.968908297	0.2073147015	-0.9519527673	-0.1710711897	-0.97777545	0.0911684163	-3.105068e-03	-0.0152935294
129	22	STANDING	0.2790539	-0.015856321	-0.10496742	0.9540643	-0.226418774	0.032382498	0.07523229	1.072870e-02	-6.262917e-03	-0.0275201762	-0.069006769	0.0733466563	-0.09750135	-0.04209987	-0.051317925	-0.9548076613	-0.9548076613	-0.975876007	-0.931624304	-0.97860353	-0.98037391	-0.929161388	-0.95710179	6.723360e-03	-0.1223879986	-0.0427793764	-0.974969215	-0.952141454	-0.97756743	0.22710321	-2.432113e-01	-0.026615130	-0.91701810	-0.97068244	-0.96232777	-0.391232980	-0.374460047	-0.1771965796	-0.949044483	-0.0729359542	-0.959743878	0.1069702429	-0.9320652708	-0.3828185294	-0.96837780	-0.1829235966	4.626413e-03	0.0194333314
130	22	WALKING	0.2788646	-0.016721361	-0.10711251	0.9360964	-0.259644937	0.023378006	0.06277776	3.567463e-02	4.436914e-03	0.0007771571	-0.096088073	0.0775266595	-0.13297756	-0.03219107	-0.056981246	0.0722419122	0.0722419122	0.022919967	-0.210608044	-0.46199953	-0.09949286	0.145367520	-0.25521651	-2.183854e-01	0.3097671081	0.3064734499	-0.036704708	0.159995614	-0.28197344	-0.10209505	-7.878823e-02	-0.003916088	-0.14464865	-0.50117690	-0.08350118	-0.037524372	-0.114134633	0.0677168286	-0.024158496	0.3686208291	0.065972728	0.0976461806	-0.4383787228	0.2102823225	-0.55394612	0.2795741039	-7.002738e-03	0.0411484051
131	22	WALKING_DOWNSTAIRS	0.2844590	-0.019799937	-0.10741578	0.9218206	-0.222215179	0.041298796	0.10158464	2.111261e-02	1.124990e-02	-0.0779611213	-0.069715446	0.0500708761	-0.09017445	-0.03551714	-0.048146016	0.3309992219	0.3309992219	-0.017978463	-0.161333310	-0.45957967	0.19534841	0.225766561	-0.32279565	-3.677138e-01	0.0282644423	0.1831540510	0.038336420	-0.003091553	-0.41953425	-0.24450350	-4.008924e-01	-0.198861107	-0.09543493	-0.52500684	-0.19491570	-0.191963044	-0.032496211	0.0129270711	0.155526859	0.1307825461	0.022478354	0.1383976159	-0.3384173264	-0.0581080717	-0.58351052	0.3396563408	-4.772930e-02	-0.0517115658
132	22	WALKING_UPSTAIRS	0.2483915	-0.026862256	-0.11755086	0.8894544	-0.336826910	-0.095797899	0.08771722	3.670830e-02	-3.361697e-02	0.1349788079	-0.181458414	0.0157359245	-0.14845008	-0.03813126	-0.067457055	0.2102826083	0.2102826083	-0.095784034	-0.128031924	-0.56811187	-0.05539965	0.130686539	-0.22801995	-2.139683e-01	-0.0343404000	-0.0330889779	-0.038244979	-0.075182928	-0.41444888	0.04660719	-2.704977e-01	-0.161561379	-0.19545699	-0.52394375	-0.19931307	-0.203542111	-0.170789279	-0.1474291369	-0.086690512	0.2937447700	-0.045802036	0.1875593630	-0.3699020000	-0.2248916036	-0.66799600	0.2635271834	4.408666e-02	-0.0592812958
133	23	LAYING	0.2740380	-0.021655384	-0.10425678	-0.3915650	0.438434067	0.918782825	0.08317876	1.535144e-02	-6.282351e-03	-0.0113399725	-0.105052917	0.1110785947	-0.10202492	-0.03724498	-0.062199163	-0.9629591968	-0.9629591968	-0.987010197	-0.949418001	-0.98455748	-0.97003724	-0.982072296	-0.97751521	-4.241512e-01	0.0637688819	0.2984166583	-0.986204659	-0.988230264	-0.98241551	0.20606687	9.827458e-02	0.230107946	-0.97967608	-0.96846914	-0.98423881	0.131455434	-0.147231394	0.2891845307	-0.967747053	0.0359321171	-0.985905704	0.3380947110	-0.9662393479	0.1024532712	-0.98184685	0.2258850690	1.572816e-02	-0.0082333948
134	23	SITTING	0.2733513	-0.013394502	-0.10380868	0.9365092	0.121751062	0.063011156	0.07700224	1.013514e-02	-1.488234e-03	-0.0472583464	-0.068432555	0.0645673209	-0.09674222	-0.04346026	-0.048556109	-0.9440807729	-0.9440807729	-0.982375503	-0.936593427	-0.98651407	-0.98632567	-0.953460406	-0.94203117	4.594669e-02	0.1300838580	0.0837341059	-0.984550864	-0.978136218	-0.97265623	0.28564353	-4.385974e-02	0.032313271	-0.97714999	-0.95792029	-0.96542883	0.070440199	-0.082620385	0.1375455175	-0.945837830	0.1622849077	-0.974121467	0.1995337451	-0.9522932772	0.1254565603	-0.98070721	0.0531832552	1.156164e-02	-0.0022422696
135	23	STANDING	0.2778993	-0.017747555	-0.11059702	0.9198571	-0.117401360	-0.223631181	0.07502065	1.058615e-02	-5.292609e-03	-0.0327397745	-0.065226479	0.0816888999	-0.09814811	-0.04167742	-0.054822628	-0.9572122671	-0.9572122671	-0.978671485	-0.938430293	-0.97639925	-0.98362720	-0.962831825	-0.94517057	-4.281565e-03	0.0025202669	-0.0022519526	-0.983283252	-0.975176562	-0.96961023	0.20117991	-8.782959e-02	-0.098828324	-0.94751044	-0.95278116	-0.96793957	-0.291595925	-0.197834986	-0.1639869728	-0.957986177	0.0611889891	-0.973798156	0.2616557995	-0.9445838297	-0.1219996200	-0.97259881	0.1283762380	1.187900e-02	0.0156168896
136	23	WALKING	0.2732119	-0.018361871	-0.11338299	0.9398097	-0.161761370	-0.160763360	0.09873191	1.489559e-02	-1.908106e-03	-0.0631156870	-0.064019792	0.1077004507	-0.05781282	-0.05167048	-0.090300252	-0.0988770198	-0.0988770198	-0.067081966	-0.012096826	0.01153054	-0.27540419	-0.072436732	0.08140811	-2.712187e-01	0.1078045889	0.1217989059	-0.290410455	-0.155488721	-0.05720213	-0.26987575	-2.788440e-01	-0.366737657	-0.33761920	0.19556946	-0.19497037	-0.007347798	0.166489216	-0.0544726684	-0.094260631	0.2818117093	-0.018070570	0.1517358459	0.1850782074	0.4095216115	0.14661857	0.1766934485	3.045462e-02	-0.0766106377
137	23	WALKING_DOWNSTAIRS	0.2898974	-0.016211146	-0.09881237	0.9237114	-0.110028842	-0.153671532	0.05780106	3.750052e-02	-9.827171e-04	-0.0578230190	-0.085307746	0.0953602497	-0.11772582	-0.03528916	-0.029325502	0.1272111377	0.1272111377	0.112982476	0.039091548	-0.04631178	0.20542822	0.095943289	0.28051888	-2.346936e-01	0.0130298525	0.1785209698	0.201542909	-0.072450456	0.15777569	-0.21012661	-1.819092e-01	-0.179004311	-0.21473071	0.32881701	-0.14126689	0.021633367	0.088128426	-0.0603317195	0.364829993	0.1678466457	0.335009724	0.0579874223	0.1508257348	0.4026510902	0.07467546	0.2218494837	-7.870972e-02	-0.0309622597
138	23	WALKING_UPSTAIRS	0.2499952	-0.032384403	-0.12689062	0.8434388	-0.214481808	-0.355934450	0.07236500	3.998629e-02	1.592342e-02	0.0957940246	-0.111564389	-0.0325557522	-0.10991309	-0.05239438	-0.092499853	-0.0117536874	-0.0117536874	-0.311143885	-0.156527149	-0.50436715	-0.27260569	-0.076977394	-0.07057749	-4.169504e-01	-0.1880684138	-0.2035071482	-0.365642513	-0.326236288	-0.34660524	-0.27870788	-3.573198e-01	-0.443171315	-0.43023923	-0.29044741	-0.16300129	-0.088703053	-0.136461408	-0.4134524160	-0.231382662	-0.0111619282	-0.302968065	0.1482818806	-0.3803882922	0.0792232972	-0.51871565	0.2337700595	3.106528e-02	0.0332454766
139	24	LAYING	0.2728505	-0.017355521	-0.10723624	-0.3592925	0.738430699	0.683839910	0.08072123	1.198195e-02	-5.892258e-03	-0.0143679929	-0.095553805	0.1117307463	-0.10281381	-0.03823237	-0.062411697	-0.9718540425	-0.9718540425	-0.985529271	-0.953791513	-0.98278087	-0.97589369	-0.980830362	-0.97663482	-4.019454e-01	0.2808890234	0.2426691918	-0.985998547	-0.982140614	-0.98154969	0.15235989	7.530411e-02	0.086269203	-0.97657056	-0.96611198	-0.98109304	0.213437011	-0.181215229	0.2585715162	-0.973171068	0.0811245567	-0.983108084	0.3473092994	-0.9640013835	0.0544279336	-0.97859674	0.2618139450	1.699660e-02	0.0037376826
140	24	SITTING	0.2734757	-0.013125510	-0.10304106	0.9196376	0.182254652	0.109559621	0.07633185	4.767026e-03	-1.133002e-03	-0.0356229620	-0.075013270	0.0800440231	-0.09517827	-0.04061694	-0.051596655	-0.9689791565	-0.9689791565	-0.985555822	-0.964633252	-0.99130642	-0.98952951	-0.962773200	-0.96699178	-1.659930e-02	0.0015483503	0.0972629588	-0.988857403	-0.979228238	-0.98197130	0.18775212	-8.844640e-02	-0.004461784	-0.98567652	-0.98120018	-0.97468689	0.041032720	-0.281538204	-0.0466430855	-0.968905031	0.0943831690	-0.984469963	0.3535443704	-0.9779737207	-0.1038045395	-0.99085475	0.2122965115	2.055875e-02	-0.0050303666
141	24	STANDING	0.2803489	-0.014478534	-0.10822255	0.9664423	-0.145201301	-0.053058540	0.07461774	1.098397e-02	-3.587749e-03	-0.0278611511	-0.069254667	0.0771246149	-0.09919477	-0.04317386	-0.051718038	-0.9500610177	-0.9500610177	-0.977620954	-0.954518594	-0.98238727	-0.98418363	-0.948970158	-0.95381760	1.053207e-01	-0.0931357414	0.0014607279	-0.981161641	-0.967720592	-0.97417047	0.20708844	-1.319478e-01	0.081477375	-0.95854019	-0.97042649	-0.97013339	-0.289553438	-0.129026964	-0.0650613444	-0.960066088	-0.0499986379	-0.972251355	0.2932915527	-0.9639223142	-0.2215368774	-0.98111924	0.1448690509	1.294374e-02	0.0208373898
142	24	WALKING	0.2769808	-0.022544640	-0.11059595	0.9597011	-0.115116242	-0.140910030	0.07319390	1.212546e-02	-1.164014e-02	-0.0545126871	-0.065843588	0.0972006320	-0.06253117	-0.05028950	-0.073983552	-0.2999836140	-0.2999836140	-0.399722201	-0.403064157	-0.50782475	-0.49241980	-0.203193741	-0.34449301	-3.120463e-01	-0.0678927124	0.0275268024	-0.509628169	-0.352829307	-0.46992022	-0.25317749	-4.396340e-01	-0.400928134	-0.46829508	-0.47984143	-0.39144792	-0.055099196	0.047995666	-0.2246715504	-0.434618912	0.1535882675	-0.418641047	0.1028501679	-0.5345091638	0.3514920017	-0.57159439	0.2092004176	-3.030037e-03	-0.1027139285
143	24	WALKING_DOWNSTAIRS	0.2886312	-0.014573035	-0.10481882	0.9508834	-0.128326711	-0.140123155	0.08026198	-4.473163e-03	-8.469159e-03	-0.0867069011	-0.054230025	0.1119736506	-0.09141450	-0.02917663	-0.041205541	-0.0737699163	-0.0737699163	-0.263106945	-0.304965806	-0.49715224	-0.22232429	-0.086182975	-0.17382508	-5.416639e-01	-0.0116848720	0.2012990745	-0.376175795	-0.225824357	-0.25000018	-0.39814462	-4.153054e-01	-0.297520698	-0.27246921	-0.43347543	-0.39628665	-0.054528737	0.093588464	0.0208409579	-0.023170163	-0.0364416084	-0.200830137	-0.0019853714	-0.3742986867	0.1647726429	-0.47444993	0.0997292209	-5.630718e-02	0.0070607027
144	24	WALKING_UPSTAIRS	0.2698811	-0.025197943	-0.11424861	0.9063695	-0.237498409	-0.227134869	0.08623101	-1.508160e-02	-1.323537e-02	0.0883163772	-0.105932947	0.0248290703	-0.14680085	-0.03173506	-0.049842723	-0.2264028220	-0.2264028220	-0.488487621	-0.334435840	-0.65875163	-0.39579055	-0.252412542	-0.31279221	-5.024633e-01	-0.2717136466	-0.0999242115	-0.515644617	-0.527604244	-0.48339099	-0.39283127	-5.088767e-01	-0.426530075	-0.50318868	-0.54662098	-0.37218291	-0.187707848	-0.067744122	-0.3435696791	-0.322300989	-0.1137270648	-0.429800779	0.0077672679	-0.5646649947	-0.0612402085	-0.64611467	0.0122259033	-1.906946e-02	-0.0093226670
145	25	LAYING	0.2507918	-0.018894366	-0.10042883	-0.4611025	0.620658920	0.526353818	0.08790717	2.846193e-02	-3.071794e-02	0.0037272346	-0.071640173	0.1397186715	-0.10164700	-0.04267189	-0.059692215	-0.5604777761	-0.5604777761	-0.962161356	-0.809688545	-0.96978326	-0.92914737	-0.784945819	-0.81619795	-4.033595e-01	-0.0800093984	-0.0315562255	-0.972859086	-0.946802004	-0.96263267	-0.04161132	-2.798136e-01	-0.109253587	-0.89051754	-0.94625964	-0.92453686	-0.205003716	-0.262888528	-0.1398612138	-0.774481944	-0.2415750564	-0.960083147	0.2004939404	-0.9101269936	-0.3348495649	-0.96825161	0.0859903396	6.830847e-02	0.2032599659
146	25	SITTING	0.2785415	-0.014769681	-0.10916044	0.8656861	0.208287142	0.167140956	0.07520870	4.854159e-03	2.107608e-03	-0.0352052091	-0.074800271	0.0852783893	-0.09548014	-0.03916514	-0.049559564	-0.9704093371	-0.9704093371	-0.989545142	-0.966568719	-0.99286465	-0.99140550	-0.959117259	-0.97477613	-3.163983e-02	0.1253067233	0.1081785465	-0.992478846	-0.982957003	-0.98632640	0.17665628	-4.081302e-02	0.058716622	-0.98800255	-0.98382780	-0.97580589	0.136192219	-0.300483308	0.0368690795	-0.967017993	0.1946582044	-0.987941826	0.3004398785	-0.9793509137	-0.0911441490	-0.99178170	0.2533702408	7.954624e-03	-0.0073306552
147	25	STANDING	0.2780137	-0.016356973	-0.10735296	0.9297947	-0.159316786	0.201182106	0.07523373	6.632140e-03	-6.228088e-03	-0.0247946751	-0.069887685	0.0852685438	-0.10047370	-0.04182946	-0.055697906	-0.9726635922	-0.9726635922	-0.984647071	-0.967077443	-0.98509199	-0.99009320	-0.959846189	-0.97405123	3.435282e-02	0.0009277035	0.1953876830	-0.988404655	-0.972554453	-0.98483225	0.18639551	-1.081664e-01	0.086807889	-0.96807853	-0.97839989	-0.97045686	-0.185802650	-0.224933997	-0.0699344713	-0.972355393	0.1539598746	-0.982294171	0.3084475003	-0.9689724996	-0.1693834823	-0.98401783	0.0811606181	-6.093155e-03	0.0127270487
148	25	WALKING	0.2789928	-0.018647762	-0.10873764	0.9374831	-0.127315871	0.188416273	0.07217207	3.511152e-03	-3.350987e-03	-0.0156305378	-0.082076807	0.0867868737	-0.10237727	-0.03989865	-0.051269622	-0.4052894300	-0.4052894300	-0.538291425	-0.394362401	-0.67846607	-0.60903891	-0.251880271	-0.53356322	-3.476417e-01	-0.1632984272	-0.1444873902	-0.625595377	-0.434455200	-0.65928639	-0.22350051	-5.461388e-01	-0.463291946	-0.41190972	-0.67875035	-0.56132295	-0.333688632	-0.327099559	-0.1969731682	-0.566060023	0.0526493104	-0.564591342	0.1353388423	-0.5627332527	-0.1515138015	-0.77030090	-0.0036339745	-3.136012e-02	0.0971389152
149	25	WALKING_DOWNSTAIRS	0.2913297	-0.021017052	-0.10719238	0.9296275	-0.072427018	0.218795958	0.11065693	-1.954166e-02	-1.133488e-02	0.0029911286	-0.101115076	0.0980750249	-0.12795245	-0.04152033	-0.064207812	-0.2201085946	-0.2201085946	-0.500483331	-0.216082566	-0.66471363	-0.37224519	-0.196381054	-0.55609709	-5.546327e-01	-0.1734140573	-0.1520082689	-0.525789451	-0.415699644	-0.68684396	-0.41973251	-5.449023e-01	-0.423798006	-0.21779972	-0.63291635	-0.41031145	-0.269850388	-0.474769377	-0.1919737749	-0.288154788	-0.1721656384	-0.471642112	-0.0002596381	-0.4857635821	-0.1595887710	-0.68703428	-0.1012788027	-7.107758e-02	-0.0854018992
150	25	WALKING_UPSTAIRS	0.2779954	-0.026986352	-0.12621044	0.9276932	-0.217641282	0.108230987	0.07400414	9.255140e-03	-1.169068e-02	0.0556121923	-0.109437658	0.0996227386	-0.12648116	-0.02814530	-0.054045222	-0.3057721991	-0.3057721991	-0.679160844	-0.318634700	-0.77710603	-0.52164984	-0.380150805	-0.54293183	-5.933674e-01	-0.3795184551	-0.4635119841	-0.668208156	-0.640849425	-0.79326697	-0.41029411	-6.019714e-01	-0.612389228	-0.47614500	-0.61857991	-0.57516972	-0.380037334	-0.549103239	-0.2549712445	-0.527907562	-0.2732615791	-0.654795111	0.0278971844	-0.5671534698	-0.4145319925	-0.82240391	-0.0511617273	1.370475e-02	0.0261519510
151	26	LAYING	0.2716459	-0.019189573	-0.10500254	-0.6213097	0.803015012	0.614523406	0.08665025	1.244200e-02	-6.147551e-03	-0.0170656240	-0.090322923	0.1524363443	-0.10036864	-0.03966827	-0.071153336	-0.9767850424	-0.9767850424	-0.989970604	-0.951863595	-0.99219798	-0.97326229	-0.983664034	-0.98492312	-2.102380e-01	0.2743783151	0.3746139410	-0.989224044	-0.987115081	-0.98730825	0.13709043	1.270443e-01	0.148820984	-0.98838632	-0.98312800	-0.97017122	0.153049810	-0.066547725	0.2061930138	-0.969269114	0.2772682789	-0.989138184	0.3507040343	-0.9743051796	0.1117405791	-0.99043091	0.2399354776	-4.196280e-05	0.0264901103
152	26	SITTING	0.2582435	-0.007133645	-0.09744487	0.7829556	0.223105562	0.314387627	0.07644432	6.922390e-03	-7.802380e-03	-0.0370217450	-0.084064850	0.0711109472	-0.09598482	-0.04030702	-0.048762720	-0.9530799941	-0.9530799941	-0.990898436	-0.954052946	-0.99446645	-0.98257955	-0.954299411	-0.96751915	-1.490176e-01	0.1128302397	0.0745313733	-0.992025427	-0.985862886	-0.98798998	0.17657695	4.663902e-02	0.054878446	-0.99014488	-0.98174079	-0.97042369	0.106739302	-0.384197691	0.0345111450	-0.952411044	0.0890797483	-0.989481943	0.3367867402	-0.9764638700	-0.1856660851	-0.99398545	0.3005293636	-2.688528e-04	0.0334113465
153	26	STANDING	0.2811270	-0.016660831	-0.11023780	0.9654609	-0.140315422	0.088414268	0.07535782	8.173223e-03	-2.194978e-03	-0.0245345838	-0.073138576	0.0776706781	-0.10035600	-0.04090120	-0.053254195	-0.9685116943	-0.9685116943	-0.986985214	-0.968673956	-0.98854483	-0.99199337	-0.958402318	-0.97321516	9.101913e-02	0.0021618487	0.1455117567	-0.990586982	-0.976267059	-0.98456392	0.26765990	-8.545854e-02	0.049295797	-0.96936427	-0.98388591	-0.97445932	-0.166415001	-0.118659609	-0.0120859135	-0.970605250	0.0663748188	-0.982876889	0.2216684764	-0.9723331086	-0.1446050139	-0.98576226	0.1045167776	-5.214900e-03	0.0272384217
